id	annotator	position	answer_coordinates
nt-13092	1	1	['(1, 6)', '(2, 6)', '(3, 6)', '(4, 6)', '(5, 6)', '(6, 6)', '(7, 6)', '(9, 6)']
nt-13092	1	2	['(1, 6)', '(2, 6)', '(3, 6)', '(4, 6)', '(5, 6)', '(6, 6)', '(7, 6)', '(9, 6)']
nt-13092	2	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)']
nt-13092	2	1	['(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(9, 3)']
nt-13092	2	2	['(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(9, 3)']
nt-4507	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)']
nt-4507	0	1	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)']
nt-4507	0	2	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)']
nt-4507	0	3	['(3, 4)']
nt-4507	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)']
nt-4507	1	1	['(3, 0)']
nt-4507	1	2	['(0, 0)']
nt-4507	1	3	['(0, 0)']
nt-4507	2	0	['(10, 1)']
nt-4507	2	1	['(8, 4)']
nt-4507	2	2	['(0, 0)', '(8, 0)', '(2, 0)']
nt-2805	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']
nt-2805	0	1	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-2805	0	2	['(5, 2)']
nt-2805	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-2805	1	1	['(5, 1)']
nt-2805	1	2	['(1, 2)']
nt-2805	2	0	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)']
nt-2805	2	1	[]
nt-2805	2	2	['(5, 3)']
nt-13896	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-13896	0	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)']
nt-13896	0	2	['(5, 4)']
nt-13896	1	0	['(5, 1)']
nt-13896	1	1	['(5, 1)']
nt-13896	1	2	['(5, 1)']
nt-13896	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-13896	2	1	['(5, 0)']
nt-5101	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']
nt-5101	0	1	['(5, 0)']
nt-5101	1	0	['(0, 3)', '(1, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)']
nt-5101	1	1	['(4, 3)']
nt-5101	2	0	['(6, 0)']
nt-5101	2	1	['(2, 3)']
nt-5743	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-5743	0	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)']
nt-5743	0	2	['(7, 3)']
nt-5743	1	0	['(7, 1)']
nt-5743	1	1	['(7, 3)']
nt-5743	2	0	['(3, 1)']
nt-5743	2	1	['(7, 3)']
nt-6225	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)']
nt-6225	0	1	['(16, 2)']
nt-6225	0	2	['(16, 2)']
nt-6225	1	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)', '(14, 3)', '(15, 3)', '(16, 3)']
nt-6225	1	1	['(11, 3)']
nt-6225	1	2	['(11, 2)']
nt-6225	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)']
nt-6225	2	1	['(11, 3)']
nt-6225	2	2	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)']
nt-12298	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-12298	0	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-12298	0	2	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']
nt-12298	0	3	['(2, 0)']
nt-12298	1	0	['(6, 0)']
nt-12298	1	1	['(6, 0)']
nt-12298	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-12298	2	1	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)']
nt-12298	2	2	['(0, 0)']
nt-2370	0	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)']
nt-2370	0	1	['(6, 2)']
nt-2370	0	2	['(5, 0)']
nt-2370	1	0	['(4, 3)']
nt-2370	1	1	['(4, 0)']
nt-2370	2	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)']
nt-2370	2	1	['(0, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-6006	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-6006	0	1	['(5, 0)']
nt-6006	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-6006	1	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)']
nt-6006	1	2	['(10, 0)']
nt-6006	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)']
nt-6006	2	1	['(5, 2)']
nt-6006	2	2	['(5, 0)']
nt-2016	0	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']
nt-2016	0	1	['(4, 3)']
nt-2016	0	2	['(4, 2)']
nt-2016	1	0	['(0, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)']
nt-2016	1	1	['(4, 3)']
nt-2016	2	0	['(3, 1)']
nt-2016	2	1	[]
nt-2016	2	2	['(0, 0)', '(0, 1)', '(0, 2)', '(0, 3)', '(0, 4)', '(1, 0)', '(1, 1)', '(1, 2)', '(1, 3)', '(1, 4)', '(2, 0)', '(2, 1)', '(2, 2)', '(2, 3)', '(2, 4)', '(3, 0)', '(3, 1)', '(3, 2)', '(3, 3)', '(3, 4)', '(4, 0)', '(4, 1)', '(4, 2)', '(4, 3)', '(4, 4)', '(5, 0)', '(5, 1)', '(5, 2)', '(5, 3)', '(5, 4)', '(6, 0)', '(6, 1)', '(6, 2)', '(6, 3)', '(6, 4)']
nt-12106	0	0	['(2, 6)']
nt-12106	0	1	['(0, 3)', '(1, 3)']
nt-12106	1	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-12106	1	1	['(0, 6)', '(1, 6)', '(2, 6)', '(3, 6)', '(4, 6)', '(5, 6)', '(6, 6)', '(7, 6)', '(8, 6)', '(9, 6)', '(10, 6)', '(11, 6)', '(12, 6)', '(13, 6)']
nt-12106	1	2	['(2, 6)']
nt-12106	1	3	['(13, 3)']
nt-12106	2	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-12106	2	1	['(2, 6)']
nt-12106	2	2	['(9, 3)']
nt-14062	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)', '(17, 1)']
nt-14062	0	1	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)', '(11, 5)', '(12, 5)', '(13, 5)', '(14, 5)', '(15, 5)', '(16, 5)', '(17, 5)']
nt-14062	0	2	['(3, 1)']
nt-14062	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)']
nt-14062	1	1	['(0, 1)']
nt-14062	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)', '(17, 1)']
nt-14062	2	1	['(0, 1)']
nt-11033	0	0	['(0, 1)']
nt-11033	0	1	['(1, 1)']
nt-11033	0	2	['(4, 1)']
nt-11033	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-11033	1	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)']
nt-11033	1	2	['(7, 4)']
nt-11033	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-11033	2	1	['(0, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-11033	2	2	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)']
nt-11033	2	3	['(0, 1)']
nt-11037	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-11037	0	1	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-11037	0	2	['(0, 2)', '(9, 2)', '(3, 2)']
nt-11037	0	3	['(0, 2)']
nt-11037	1	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']
nt-11037	1	1	['(6, 1)']
nt-11037	1	2	['(0, 2)']
nt-11037	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-11037	2	1	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']
nt-11037	2	2	['(0, 2)']
nt-9699	0	0	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-9699	0	1	['(12, 3)']
nt-9699	0	2	['(12, 3)']
nt-9699	1	0	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)', '(11, 5)', '(12, 5)', '(13, 5)']
nt-9699	1	1	['(12, 5)']
nt-9699	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)']
nt-9699	2	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)']
nt-9699	2	2	['(12, 3)']
nt-11748	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-11748	0	1	['(0, 2)']
nt-11748	0	2	['(0, 2)']
nt-11748	0	3	['(10, 0)']
nt-11748	1	0	['(0, 2)']
nt-11748	1	1	['(12, 2)']
nt-11748	1	2	['(1, 2)']
nt-11748	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-11748	2	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)']
nt-11748	2	2	['(0, 0)']
nt-3760	0	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)']
nt-3760	0	1	['(6, 3)']
nt-3760	0	2	['(6, 4)']
nt-3760	1	0	['(5, 4)']
nt-3760	1	1	['(7, 4)']
nt-3760	1	2	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)']
nt-3760	2	0	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)']
nt-3760	2	1	['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)', '(16, 4)']
nt-3760	2	2	['(6, 3)']
nt-627	0	0	['(0, 0)']
nt-627	0	1	['(0, 0)']
nt-627	0	2	['(0, 0)']
nt-627	0	3	['(6, 0)']
nt-627	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']
nt-627	1	1	['(0, 0)']
nt-627	1	2	[]
nt-627	2	0	['(0, 0)']
nt-627	2	1	['(5, 0)']
nt-627	2	2	['(0, 0)']
nt-8880	0	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']
nt-8880	0	1	['(4, 2)', '(5, 2)', '(6, 2)']
nt-8880	0	2	['(4, 2)', '(5, 2)', '(6, 2)']
nt-8880	1	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']
nt-8880	1	1	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']
nt-8880	1	2	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)']
nt-8880	1	3	['(2, 2)']
nt-8880	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']
nt-8880	2	1	['(4, 2)', '(5, 2)', '(6, 2)']
nt-8880	2	2	['(4, 2)', '(5, 2)', '(6, 2)']
nt-3341	0	0	['(10, 2)']
nt-3341	0	1	['(3, 5)']
nt-3341	0	2	['(3, 2)']
nt-3341	0	3	['(11, 3)']
nt-3341	1	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-3341	1	1	['(0, 2)', '(1, 2)', '(5, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-3341	1	2	['(0, 2)', '(1, 2)', '(5, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-3341	1	3	['(10, 2)', '(11, 2)']
nt-3341	2	0	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)']
nt-3341	2	1	['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)', '(11, 5)']
nt-3341	2	2	['(3, 2)']
nt-4427	0	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)', '(19, 0)', '(20, 0)', '(21, 0)', '(22, 0)', '(23, 0)', '(24, 0)']
nt-4427	0	1	['(16, 0)', '(17, 0)', '(13, 0)']
nt-4427	0	2	['(0, 0)']
nt-4427	0	3	['(3, 0)']
nt-4427	1	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)', '(19, 0)', '(20, 0)', '(21, 0)', '(22, 0)', '(23, 0)', '(24, 0)']
nt-4427	1	1	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)', '(14, 3)', '(15, 3)', '(16, 3)', '(17, 3)', '(18, 3)', '(19, 3)', '(20, 3)', '(21, 3)', '(22, 3)', '(23, 3)', '(24, 3)']
nt-4427	1	2	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)', '(19, 0)', '(20, 0)', '(21, 0)', '(22, 0)', '(23, 0)', '(24, 0)']
nt-4427	1	3	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)', '(19, 0)', '(20, 0)', '(21, 0)', '(22, 0)', '(23, 0)', '(24, 0)']
nt-4427	1	4	['(24, 0)']
nt-4427	2	0	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)', '(14, 0)', '(15, 0)', '(16, 0)', '(17, 0)', '(18, 0)', '(19, 0)', '(20, 0)', '(21, 0)', '(22, 0)', '(23, 0)', '(24, 0)']
